epoch,total_loss,physics_loss,reg_breach,inv_alpha,E_soft_%,shear_pen
1,24.889877319335938,7.082295362149937e-13,0.0,24.889877319335938,0.05737946485169232,0.0
2,24.83744239807129,7.082315419890128e-13,0.0,24.83744239807129,0.057336961617693305,0.0
3,24.785228729248047,7.082337103933578e-13,0.0,24.785228729248047,0.057294697035104036,0.0
4,24.733232498168945,7.082358787977028e-13,0.0,24.733232498168945,0.05725265364162624,0.0
5,24.681453704833984,7.082379929919391e-13,0.0,24.681453704833984,0.05721087218262255,0.0
6,24.629894256591797,7.082400529760668e-13,0.0,24.629894256591797,0.05716931773349643,0.0
7,24.578548431396484,7.082421129601946e-13,0.0,24.578548431396484,0.05712800193578005,0.0
8,24.527414321899414,7.082442271544309e-13,0.0,24.527414321899414,0.05708691896870732,0.0
9,24.47649574279785,7.082463413486673e-13,0.0,24.47649574279785,0.05704605719074607,0.0
10,24.425785064697266,7.082484555429036e-13,0.0,24.425785064697266,0.05700544570572674,0.0
11,24.37528419494629,7.082505155270313e-13,0.0,24.37528419494629,0.056965043768286705,0.0
12,24.324995040893555,7.082525213010504e-13,0.0,24.324995040893555,0.05692486301995814,0.0
13,24.27490997314453,7.082545812851782e-13,0.0,24.27490997314453,0.05688492092303932,0.0
14,24.22503089904785,7.082566412693059e-13,0.0,24.22503089904785,0.056845188373699784,0.0
15,24.175357818603516,7.082587554635422e-13,0.0,24.175357818603516,0.05680567701347172,0.0
16,24.125886917114258,7.082606528173441e-13,0.0,24.125886917114258,0.05676639266312122,0.0
17,24.076618194580078,7.08262821221689e-13,0.0,24.076618194580078,0.056727323681116104,0.0
18,24.027551651000977,7.082647727855995e-13,0.0,24.027551651000977,0.05668845260515809,0.0
19,23.978683471679688,7.082668327697272e-13,0.0,23.978683471679688,0.05664982018060982,0.0
20,23.930011749267578,7.082687843336377e-13,0.0,23.930011749267578,0.05661138566210866,0.0
21,23.881540298461914,7.082708443177654e-13,0.0,23.881540298461914,0.056573154870420694,0.0
22,23.83326530456543,7.082727416715673e-13,0.0,23.83326530456543,0.05653513944707811,0.0
23,23.785181045532227,7.08274801655695e-13,0.0,23.785181045532227,0.0564973393920809,0.0
24,23.737295150756836,7.082767532196055e-13,0.0,23.737295150756836,0.05645972560159862,0.0
25,23.689599990844727,7.08278704783516e-13,0.0,23.689599990844727,0.056422309717163444,0.0
26,23.642093658447266,7.082807647676437e-13,0.0,23.642093658447266,0.05638510920107365,0.0
27,23.59477996826172,7.082826621214455e-13,0.0,23.59477996826172,0.056348100770264864,0.0
28,23.547657012939453,7.082845594752474e-13,0.0,23.547657012939453,0.05631129606626928,0.0
29,23.500717163085938,7.082865110391579e-13,0.0,23.500717163085938,0.056274677626788616,0.0
30,23.45396614074707,7.082884626030683e-13,0.0,23.45396614074707,0.05623826291412115,0.0
31,23.40740203857422,7.082904683770874e-13,0.0,23.40740203857422,0.05620203446596861,0.0
32,23.361021041870117,7.082923657308893e-13,0.0,23.361021041870117,0.05616599810309708,0.0
33,23.314823150634766,7.082942630846911e-13,0.0,23.314823150634766,0.05613015382550657,0.0
34,23.268810272216797,7.082962146486016e-13,0.0,23.268810272216797,0.056094489991664886,0.0
35,23.222976684570312,7.082981662125121e-13,0.0,23.222976684570312,0.05605901824310422,0.0
36,23.177322387695312,7.083000635663139e-13,0.0,23.177322387695312,0.056023726938292384,0.0
37,23.13184928894043,7.083019609201158e-13,0.0,23.13184928894043,0.05598862771876156,0.0
