epoch,nec,wec,dec,sec,nec_margin_soft,wec_margin_soft,dec_margin_soft,sec_margin_soft
1,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20887082815170288,-0.20889797806739807,-0.3965538740158081,-0.04232136160135269
2,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20887115597724915,-0.20889830589294434,-0.39655452966690063,-0.0423213467001915
3,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.2088715136051178,-0.2088986337184906,-0.39655521512031555,-0.0423213355243206
4,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20887185633182526,-0.20889899134635925,-0.3965558707714081,-0.042321328073740005
5,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20887218415737152,-0.20889930427074432,-0.396556556224823,-0.042321328073740005
6,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20887251198291779,-0.20889966189861298,-0.3965572118759155,-0.04232132062315941
7,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20887283980846405,-0.20890000462532043,-0.39655789732933044,-0.04232132062315941
8,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20887316763401031,-0.2089003324508667,-0.396558552980423,-0.04232132062315941
9,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20887349545955658,-0.20890067517757416,-0.3965592384338379,-0.04232132434844971
10,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20887383818626404,-0.20890100300312042,-0.3965598940849304,-0.04232132434844971
11,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.2088741511106491,-0.2089013159275055,-0.39656054973602295,-0.042321331799030304
12,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20887449383735657,-0.20890165865421295,-0.39656123518943787,-0.0423213392496109
13,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20887482166290283,-0.20890198647975922,-0.3965618312358856,-0.042321350425481796
14,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.2088751494884491,-0.20890232920646667,-0.39656248688697815,-0.04232135787606239
15,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20887549221515656,-0.20890264213085175,-0.39656317234039307,-0.04232137277722359
16,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20887582004070282,-0.20890295505523682,-0.3965637981891632,-0.04232138767838478
17,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.2088761180639267,-0.20890328288078308,-0.39656442403793335,-0.04232140630483627
18,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20887646079063416,-0.20890362560749054,-0.3965650796890259,-0.042321424931287766
19,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20887678861618042,-0.20890390872955322,-0.39656567573547363,-0.04232144355773926
20,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.2088771015405655,-0.20890425145626068,-0.39656633138656616,-0.04232146590948105
21,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20887741446495056,-0.20890457928180695,-0.3965669572353363,-0.04232148826122284
22,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20887775719165802,-0.20890487730503082,-0.39656758308410645,-0.04232151433825493
23,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.2088780403137207,-0.20890522003173828,-0.3965681791305542,-0.04232154041528702
24,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20887838304042816,-0.20890550315380096,-0.39656880497932434,-0.042321570217609406
25,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20887866616249084,-0.20890584588050842,-0.3965694308280945,-0.04232160001993179
26,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.2088790088891983,-0.2089061737060547,-0.39657002687454224,-0.04232163354754448
27,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20887930691242218,-0.20890647172927856,-0.3965706527233124,-0.04232166334986687
28,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20887963473796844,-0.20890678465366364,-0.3965712785720825,-0.04232169687747955
29,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20887993276119232,-0.2089070975780487,-0.3965718746185303,-0.042321737855672836
30,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.2088802456855774,-0.20890739560127258,-0.39657244086265564,-0.04232177510857582
31,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20888055860996246,-0.20890772342681885,-0.3965730667114258,-0.042321816086769104
32,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20888085663318634,-0.20890802145004272,-0.39657366275787354,-0.042321860790252686
33,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.2088811844587326,-0.2089083343744278,-0.3965742886066437,-0.04232189804315567
34,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20888148248195648,-0.20890863239765167,-0.39657482504844666,-0.04232194274663925
35,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20888179540634155,-0.20890894532203674,-0.3965754210948944,-0.04232199490070343
36,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20888210833072662,-0.20890925824642181,-0.39657601714134216,-0.04232203960418701
37,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.2088823914527893,-0.20890957117080688,-0.3965766429901123,-0.04232208803296089
38,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20888268947601318,-0.20890985429286957,-0.3965771794319153,-0.04232214018702507
39,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20888300240039825,-0.20891015231609344,-0.39657777547836304,-0.04232218861579895
40,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20888331532478333,-0.20891045033931732,-0.396578311920166,-0.042322248220443726
41,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.2088836133480072,-0.2089107632637024,-0.39657890796661377,-0.042322300374507904
42,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20888391137123108,-0.20891104638576508,-0.39657947421073914,-0.04232235625386238
43,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20888419449329376,-0.20891137421131134,-0.3965800702571869,-0.042322415858507156
44,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20888449251651764,-0.20891165733337402,-0.39658066630363464,-0.04232247546315193
45,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.2088848054409027,-0.2089119553565979,-0.3965812027454376,-0.042322538793087006
46,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.2088850736618042,-0.20891225337982178,-0.3965817391872406,-0.04232259467244148
47,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20888538658618927,-0.20891256630420685,-0.39658233523368835,-0.04232266545295715
48,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20888568460941315,-0.20891283452510834,-0.39658287167549133,-0.04232272505760193
49,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20888598263263702,-0.20891313254833221,-0.3965834081172943,-0.0423227958381176
50,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.2088862955570221,-0.2089134156703949,-0.39658400416374207,-0.04232285916805267
51,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20888657867908478,-0.20891372859477997,-0.39658451080322266,-0.042322926223278046
52,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20888686180114746,-0.20891402661800385,-0.3965851068496704,-0.042322997003793716
53,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20888714492321014,-0.20891429483890533,-0.3965855836868286,-0.042323075234889984
54,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20888742804527283,-0.2089145928621292,-0.39658617973327637,-0.042323146015405655
55,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.2088877111673355,-0.2089148908853531,-0.39658668637275696,-0.042323216795921326
56,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.2088880091905594,-0.20891517400741577,-0.3965872824192047,-0.04232329875230789
57,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20888830721378326,-0.20891547203063965,-0.3965877890586853,-0.04232337325811386
58,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20888859033584595,-0.20891577005386353,-0.39658835530281067,-0.04232344776391983
59,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20888888835906982,-0.20891603827476501,-0.39658886194229126,-0.0423235259950161
60,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.2088891565799713,-0.2089163213968277,-0.39658936858177185,-0.042323604226112366
61,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.2088894248008728,-0.20891660451889038,-0.39658990502357483,-0.04232368990778923
62,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20888972282409668,-0.20891688764095306,-0.3965904414653778,-0.042323771864175797
63,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20889002084732056,-0.20891717076301575,-0.3965909481048584,-0.04232386127114296
64,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20889028906822205,-0.20891743898391724,-0.39659151434898376,-0.042323943227529526
65,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20889055728912354,-0.2089177370071411,-0.39659205079078674,-0.04232402890920639
66,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.2088908553123474,-0.2089180201292038,-0.39659255743026733,-0.042324114590883255
67,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.2088911235332489,-0.20891828835010529,-0.3965930640697479,-0.04232420399785042
68,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.2088913917541504,-0.20891857147216797,-0.39659354090690613,-0.04232429713010788
69,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20889168977737427,-0.20891885459423065,-0.3965940475463867,-0.04232438653707504
70,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20889195799827576,-0.20891913771629333,-0.3965945541858673,-0.042324479669332504
71,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20889224112033844,-0.20891940593719482,-0.3965950906276703,-0.042324572801589966
72,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20889252424240112,-0.2089197039604187,-0.3965955972671509,-0.042324669659137726
73,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.2088928073644638,-0.2089199423789978,-0.39659613370895386,-0.04232476279139519
74,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.2088930755853653,-0.20892024040222168,-0.39659664034843445,-0.042324863374233246
75,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20889334380626678,-0.20892050862312317,-0.39659711718559265,-0.04232495650649071
76,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20889361202716827,-0.20892079174518585,-0.39659762382507324,-0.04232505336403847
77,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20889391005039215,-0.20892103016376495,-0.39659810066223145,-0.042325157672166824
78,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20889416337013245,-0.20892132818698883,-0.39659860730171204,-0.04232525825500488
79,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20889446139335632,-0.20892158150672913,-0.3965991139411926,-0.04232535883784294
80,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.20889469981193542,-0.208921879529953,-0.39659959077835083,-0.042325459420681
81,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.2088949829339981,-0.2089221477508545,-0.39660006761550903,-0.04232556372880936
82,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.2088952511548996,-0.20892241597175598,-0.3966005742549896,-0.04232567176222801
83,31.9210262298584,29.1401424407959,1.5119580030441284,64.2721939086914,-0.2088955193758011,-0.20892268419265747,-0.3966010510921478,-0.04232577607035637
