epoch,A,B,R0,alpha
105,1.0426318645477295,1.308227300643921,1.2565799951553345,49.01403045654297
106,1.0426318645477295,1.3081579208374023,1.256608009338379,49.09885025024414
107,1.0426318645477295,1.307876706123352,1.2567899227142334,49.18367004394531
108,1.0426318645477295,1.307842493057251,1.2566795349121094,49.26848602294922
109,1.0426318645477295,1.308030605316162,1.2563059329986572,49.35330581665039
110,1.0426318645477295,1.3079808950424194,1.2562439441680908,49.43812561035156
111,1.0426318645477295,1.3077173233032227,1.2564620971679688,49.52294158935547
112,1.0426318645477295,1.3076990842819214,1.2565019130706787,49.60776138305664
113,1.0426318645477295,1.3079015016555786,1.2563811540603638,49.69258117675781
114,1.0426318645477295,1.307864785194397,1.2565464973449707,49.77739715576172
115,1.0426318645477295,1.3080506324768066,1.2565386295318604,49.862213134765625
116,1.0426318645477295,1.3079990148544312,1.256805419921875,49.94703674316406
117,1.0426318645477295,1.3081715106964111,1.2568886280059814,50.03185272216797
118,1.0426318645477295,1.3081077337265015,1.2572373151779175,50.116668701171875
119,1.0426318645477295,1.3082692623138428,1.257277011871338,50.20149230957031
120,1.0426318645477295,1.3081958293914795,1.2574695348739624,50.28630828857422
121,1.0426318645477295,1.308348536491394,1.257368803024292,50.371124267578125
122,1.0426318645477295,1.3082671165466309,1.2574352025985718,50.4559440612793
123,1.0426318645477295,1.3084126710891724,1.257220983505249,50.54076385498047
124,1.0426318645477295,1.308324933052063,1.2571851015090942,50.625579833984375
125,1.0426318645477295,1.308026909828186,1.257309913635254,50.71039962768555
126,1.0426318645477295,1.3079776763916016,1.2571479082107544,50.79521942138672
127,1.0426318645477295,1.308152198791504,1.2568451166152954,50.880035400390625
128,1.0426318645477295,1.308090329170227,1.2568467855453491,50.9648551940918
129,1.0426318645477295,1.3078159093856812,1.257122278213501,51.04967498779297
130,1.0426318645477295,1.3077877759933472,1.2572132349014282,51.134490966796875
131,1.0426318645477295,1.307981252670288,1.2571384906768799,51.21931076049805
132,1.0426318645477295,1.308374285697937,1.2569141387939453,51.30413055419922
133,1.0426318645477295,1.3085092306137085,1.256986141204834,51.388946533203125
134,1.0426318645477295,1.308411717414856,1.2573248147964478,51.4737663269043
135,1.0426318645477295,1.3081049919128418,1.2579033374786377,51.55858612060547
136,1.0426318645477295,1.308047890663147,1.2581498622894287,51.643402099609375
137,1.0426318645477295,1.3082154989242554,1.2580976486206055,51.72822189331055
138,1.0426318645477295,1.3085851669311523,1.2577768564224243,51.81304168701172
139,1.0426318645477295,1.3086990118026733,1.2576453685760498,51.897857666015625
140,1.0426318645477295,1.3085824251174927,1.2578009366989136,51.9826774597168
141,1.0426318645477295,1.3082587718963623,1.2580981254577637,52.06749725341797
142,1.0426318645477295,1.3081862926483154,1.258091688156128,52.152313232421875
143,1.0426318645477295,1.308340072631836,1.2578119039535522,52.23713302612305
144,1.0426318645477295,1.30869722366333,1.2572863101959229,52.32195281982422
145,1.0426318645477295,1.3087999820709229,1.257086992263794,52.406768798828125
146,1.0426318645477295,1.3086732625961304,1.2571817636489868,52.49158477783203
147,1.0426318645477295,1.3083404302597046,1.2575407028198242,52.5764045715332
148,1.0426318645477295,1.3078221082687378,1.2581379413604736,52.661224365234375
149,1.0426318645477295,1.3075743913650513,1.2584017515182495,52.74604415893555
150,1.0426318645477295,1.307570457458496,1.2583647966384888,52.83086395263672
151,1.0426318645477295,1.3077856302261353,1.2580575942993164,52.915679931640625
152,1.0426318645477295,1.30819833278656,1.2575069665908813,53.00049591064453
153,1.0426318645477295,1.3087886571884155,1.256854772567749,53.0853157043457
154,1.0426318645477295,1.3091011047363281,1.2565418481826782,53.170135498046875
155,1.0426318645477295,1.3091634511947632,1.2565338611602783,53.25495529174805
156,1.0426318645477295,1.3090004920959473,1.2568005323410034,53.33977508544922
157,1.0426318645477295,1.308634877204895,1.2573144435882568,53.424591064453125
158,1.0426318645477295,1.3080869913101196,1.2580509185791016,53.50940704345703
159,1.0426318645477295,1.3078128099441528,1.2585567235946655,53.5942268371582
160,1.0426318645477295,1.307784914970398,1.2587379217147827,53.679046630859375
161,1.0426318645477295,1.3079787492752075,1.2586266994476318,53.76386260986328
162,1.0426318645477295,1.308372139930725,1.258252739906311,53.84868621826172
163,1.0426318645477295,1.3089451789855957,1.2577589750289917,53.933502197265625
164,1.0426318645477295,1.3092421293258667,1.2575883865356445,54.01831817626953
165,1.0426318645477295,1.3092901706695557,1.2577085494995117,54.1031379699707
166,1.0426318645477295,1.3091145753860474,1.2580902576446533,54.187957763671875
167,1.0426318645477295,1.3087375164031982,1.2587076425552368,54.27277374267578
168,1.0426318645477295,1.3086172342300415,1.2589892148971558,54.35758972167969
169,1.0426318645477295,1.3087278604507446,1.2589689493179321,54.442413330078125
170,1.0426318645477295,1.3090463876724243,1.2586768865585327,54.52722930908203
171,1.0426318645477295,1.3091140985488892,1.2585718631744385,54.6120491027832
172,1.0426318645477295,1.3089561462402344,1.2587509155273438,54.696868896484375
173,1.0426318645477295,1.3085949420928955,1.2590699195861816,54.78168487548828
174,1.0426318645477295,1.3084888458251953,1.2590831518173218,54.86650085449219
175,1.0426318645477295,1.30861234664917,1.2588212490081787,54.95132064819336
176,1.0426318645477295,1.308942437171936,1.2583116292953491,55.03614044189453
177,1.0426318645477295,1.3090205192565918,1.2581268548965454,55.1209602355957
178,1.0426318645477295,1.308871865272522,1.2582343816757202,55.205780029296875
179,1.0426318645477295,1.3085191249847412,1.2586047649383545,55.29059600830078
180,1.0426318645477295,1.3084206581115723,1.258780598640442,55.37541198730469
181,1.0426318645477295,1.3085509538650513,1.2587814331054688,55.46023178100586
182,1.0426318645477295,1.308887243270874,1.2586243152618408,55.54505157470703
183,1.0426318645477295,1.3089709281921387,1.2587566375732422,55.6298713684082
184,1.0426318645477295,1.3088271617889404,1.259149193763733,55.714691162109375
185,1.0426318645477295,1.3089168071746826,1.2592288255691528,55.79950714111328
186,1.0426318645477295,1.3092164993286133,1.2590265274047852,55.88432312011719
187,1.0426318645477295,1.309267282485962,1.2590023279190063,55.96914291381836
188,1.0426318645477295,1.309093952178955,1.2591384649276733,56.05396270751953
189,1.0426318645477295,1.3087189197540283,1.2594189643859863,56.13877868652344
190,1.0426318645477295,1.3086004257202148,1.2593975067138672,56.223602294921875
191,1.0426318645477295,1.3087127208709717,1.2591042518615723,56.30841827392578
192,1.0426318645477295,1.3090327978134155,1.2585667371749878,56.39323425292969
193,1.0426318645477295,1.309101939201355,1.2583565711975098,56.47805404663086
194,1.0426318645477295,1.3089450597763062,1.2584410905838013,56.56287384033203
195,1.0426318645477295,1.3085850477218628,1.2587908506393433,56.64768981933594
196,1.0426318645477295,1.308479905128479,1.2589480876922607,56.732513427734375
197,1.0426318645477295,1.30860435962677,1.2589319944381714,56.81732940673828
198,1.0426318645477295,1.3089351654052734,1.25875985622406,56.90214538574219
199,1.0426318645477295,1.3090139627456665,1.258878469467163,56.98696517944336
200,1.0426318645477295,1.308866024017334,1.2592588663101196,57.07178497314453
201,1.0426318645477295,1.308951735496521,1.2594431638717651,57.15660095214844
202,1.0426318645477295,1.3092479705810547,1.259334921836853,57.241416931152344
203,1.0426318645477295,1.309295415878296,1.2595113515853882,57.32624053955078
204,1.0426318645477295,1.3091193437576294,1.259827733039856,57.41105651855469
205,1.0426318645477295,1.3091797828674316,1.2598390579223633,57.49587631225586
206,1.0426318645477295,1.3094531297683716,1.259575605392456,57.58069610595703
207,1.0426318645477295,1.3094801902770996,1.2594965696334839,57.66551208496094
208,1.0426318645477295,1.3092855215072632,1.259583592414856,57.750328063964844
209,1.0426318645477295,1.3088914155960083,1.259819746017456,57.835147857666016
210,1.0426318645477295,1.30875563621521,1.2597585916519165,57.91996765136719
211,1.0426318645477295,1.3088524341583252,1.259429693222046,58.00478744506836
212,1.0426318645477295,1.3091585636138916,1.2589757442474365,58.08960723876953
213,1.0426318645477295,1.3092150688171387,1.258840799331665,58.17442321777344
214,1.0426318645477295,1.3090468645095825,1.258993148803711,58.259239196777344
215,1.0426318645477295,1.3086767196655273,1.2594038248062134,58.344058990478516
216,1.0426318645477295,1.3085623979568481,1.2596157789230347,58.42887878417969
217,1.0426318645477295,1.3086785078048706,1.2596485614776611,58.51369857788086
218,1.0426318645477295,1.3090019226074219,1.2595200538635254,58.59851837158203
219,1.0426318645477295,1.3090741634368896,1.259677767753601,58.68333435058594
220,1.0426318645477295,1.30892014503479,1.2600932121276855,58.768150329589844
221,1.0426318645477295,1.3090004920959473,1.2601933479309082,58.852970123291016
222,1.0426318645477295,1.3092917203903198,1.260009765625,58.93778991699219
223,1.0426318645477295,1.3093349933624268,1.2600027322769165,59.022605895996094
224,1.0426318645477295,1.3091548681259155,1.2601546049118042,59.10742950439453
225,1.0426318645477295,1.3092117309570312,1.2600177526474,59.19224548339844
226,1.0426318645477295,1.3094818592071533,1.2596211433410645,59.277061462402344
227,1.0426318645477295,1.3095060586929321,1.2595374584197998,59.361881256103516
228,1.0426318645477295,1.3093088865280151,1.2597357034683228,59.44670104980469
229,1.0426318645477295,1.3089123964309692,1.2601879835128784,59.531517028808594
230,1.0426318645477295,1.3087745904922485,1.2603212594985962,59.6163330078125
231,1.0426318645477295,1.308869481086731,1.2601677179336548,59.70115661621094
232,1.0426318645477295,1.3091739416122437,1.2597557306289673,59.785972595214844
233,1.0426318645477295,1.3092288970947266,1.259658694267273,59.870792388916016
234,1.0426318645477295,1.3090593814849854,1.2598450183868408,59.95561218261719
235,1.0426318645477295,1.3091259002685547,1.2598543167114258,60.040428161621094
236,1.0426318645477295,1.3089666366577148,1.2601367235183716,60.125244140625
237,1.0426318645477295,1.3090423345565796,1.2601169347763062,60.21006393432617
238,1.0426318645477295,1.3093293905258179,1.2598257064819336,60.294883728027344
239,1.0426318645477295,1.3093688488006592,1.259837031364441,60.379703521728516
240,1.0426318645477295,1.3091853857040405,1.2601208686828613,60.46452331542969
241,1.0426318645477295,1.309239149093628,1.2602180242538452,60.549339294433594
242,1.0426318645477295,1.3095066547393799,1.260031819343567,60.6341552734375
243,1.0426318645477295,1.3095283508300781,1.2601377964019775,60.71897506713867
244,1.0426318645477295,1.3093289136886597,1.260506510734558,60.803794860839844
245,1.0426318645477295,1.309368371963501,1.260564923286438,60.888614654541016
246,1.0426318645477295,1.309622883796692,1.2603440284729004,60.97343444824219
247,1.0426318645477295,1.3096330165863037,1.2603034973144531,61.058250427246094
248,1.0426318645477295,1.3094229698181152,1.2604255676269531,61.14306640625
249,1.0426318645477295,1.309015154838562,1.2606936693191528,61.22788619995117
250,1.0426318645477295,1.3088669776916504,1.2606613636016846,61.312705993652344
251,1.0426318645477295,1.3089526891708374,1.2603583335876465,61.397525787353516
252,1.0426318645477295,1.3092488050460815,1.2599273920059204,61.48234558105469
253,1.0426318645477295,1.3092962503433228,1.2598133087158203,61.567161560058594
254,1.0426318645477295,1.3091200590133667,1.2599841356277466,61.6519775390625
255,1.0426318645477295,1.3091803789138794,1.2599797248840332,61.73679733276367
256,1.0426318645477295,1.3090156316757202,1.260249376296997,61.821617126464844
257,1.0426318645477295,1.309086561203003,1.26033353805542,61.90643310546875
258,1.0426318645477295,1.3093692064285278,1.2602511644363403,61.99125671386719
259,1.0426318645477295,1.309404730796814,1.2604502439498901,62.076072692871094
260,1.0426318645477295,1.3092175722122192,1.2609028816223145,62.160888671875
261,1.0426318645477295,1.3092682361602783,1.2610365152359009,62.24570846557617
262,1.0426318645477295,1.3095327615737915,1.260883092880249,62.330528259277344
263,1.0426318645477295,1.3099899291992188,1.2604718208312988,62.41534423828125
264,1.0426318645477295,1.3101824522018433,1.260374903678894,62.500160217285156
265,1.0426318645477295,1.3101364374160767,1.2605611085891724,62.584983825683594
266,1.0426318645477295,1.3098760843276978,1.2610018253326416,62.6697998046875
267,1.0426318645477295,1.3094228506088257,1.2615572214126587,62.75461959838867
268,1.0426318645477295,1.3092339038848877,1.2617838382720947,62.839439392089844
269,1.0426318645477295,1.309282898902893,1.2617144584655762,62.92425537109375
270,1.0426318645477295,1.3095459938049316,1.261378288269043,63.009071350097656
271,1.0426318645477295,1.3100018501281738,1.2608025074005127,63.09389114379883
272,1.0426318645477295,1.3101930618286133,1.2604432106018066,63.1787109375
273,1.0426318645477295,1.3101460933685303,1.2603930234909058,63.26353073120117
274,1.0426318645477295,1.309884786605835,1.260621190071106,63.348350524902344
275,1.0426318645477295,1.309430718421936,1.2610998153686523,63.43316650390625
276,1.0426318645477295,1.3092409372329712,1.261257529258728,63.517982482910156
277,1.0426318645477295,1.3092892169952393,1.2611258029937744,63.60280227661133
278,1.0426318645477295,1.30955171585083,1.2607336044311523,63.6876220703125
279,1.0426318645477295,1.3095688819885254,1.260654330253601,63.77244186401367
280,1.0426318645477295,1.3093653917312622,1.2608562707901,63.857261657714844
281,1.0426318645477295,1.3094011545181274,1.260879635810852,63.94207763671875
282,1.0426318645477295,1.3096524477005005,1.260741949081421,64.02689361572266
283,1.0426318645477295,1.3096596002578735,1.2608914375305176,64.11170959472656
284,1.0426318645477295,1.309446930885315,1.26129949092865,64.196533203125
285,1.0426318645477295,1.3094745874404907,1.2613931894302368,64.2813491821289
286,1.0426318645477295,1.3097184896469116,1.2612040042877197,64.36617279052734
287,1.0426318645477295,1.3097190856933594,1.2611923217773438,64.45098876953125
288,1.0426318645477295,1.3095004558563232,1.261340856552124,64.53580474853516
289,1.0426318645477295,1.3095227479934692,1.2612009048461914,64.62062072753906
290,1.0426318645477295,1.309761881828308,1.2608014345169067,64.7054443359375
291,1.0426318645477295,1.3097580671310425,1.260715365409851,64.7902603149414
292,1.0426318645477295,1.3095356225967407,1.2609113454818726,64.87507629394531
293,1.0426318645477295,1.3091164827346802,1.2613612413406372,64.95989990234375
294,1.0426318645477295,1.3089581727981567,1.2614926099777222,65.04471588134766
295,1.0426318645477295,1.3090347051620483,1.261337399482727,65.12953186035156
296,1.0426318645477295,1.3093225955963135,1.260923981666565,65.21435546875
297,1.0426318645477295,1.309800624847412,1.260393738746643,65.2991714477539
298,1.0426318645477295,1.3100119829177856,1.2601900100708008,65.38398742675781
299,1.0426318645477295,1.3099831342697144,1.260279893875122,65.46881103515625
300,1.0426318645477295,1.3097381591796875,1.2606340646743774,65.55362701416016
301,1.0426318645477295,1.3092986345291138,1.2612266540527344,65.63844299316406
302,1.0426318645477295,1.309122085571289,1.261601209640503,65.7232666015625
303,1.0426318645477295,1.3091822862625122,1.261664628982544,65.8080825805664
304,1.0426318645477295,1.309455394744873,1.2614482641220093,65.89289855957031
305,1.0426318645477295,1.309920310974121,1.2609800100326538,65.97772216796875
306,1.0426318645477295,1.31011962890625,1.26083242893219,66.06253814697266
307,1.0426318645477295,1.3100800514221191,1.2609726190567017,66.14735412597656
308,1.0426318645477295,1.3098254203796387,1.2613719701766968,66.232177734375
309,1.0426318645477295,1.3093770742416382,1.2618906497955322,66.3169937133789
310,1.0426318645477295,1.3091927766799927,1.262083888053894,66.40180969238281
311,1.0426318645477295,1.3092458248138428,1.2619843482971191,66.48663330078125
312,1.0426318645477295,1.3095126152038574,1.261621356010437,66.57144927978516
313,1.0426318645477295,1.309971809387207,1.261021375656128,66.65626525878906
314,1.0426318645477295,1.3101661205291748,1.2607547044754028,66.7410888671875
315,1.0426318645477295,1.310121774673462,1.2607883214950562,66.8259048461914
316,1.0426318645477295,1.3098629713058472,1.2610915899276733,66.91072082519531
317,1.0426318645477295,1.3094109296798706,1.2616381645202637,66.99554443359375
318,1.0426318645477295,1.3092231750488281,1.2618566751480103,67.08036041259766
319,1.0426318645477295,1.3092732429504395,1.26177978515625,67.16517639160156
320,1.0426318645477295,1.3095372915267944,1.261437177658081,67.25
321,1.0426318645477295,1.3099939823150635,1.2609703540802002,67.3348159790039
322,1.0426318645477295,1.3101860284805298,1.2608234882354736,67.41963195800781
323,1.0426318645477295,1.310139775276184,1.2609645128250122,67.50445556640625
324,1.0426318645477295,1.3098790645599365,1.2613648176193237,67.58927154541016
325,1.0426318645477295,1.3094254732131958,1.2619985342025757,67.67408752441406
326,1.0426318645477295,1.3092362880706787,1.2622954845428467,67.75890350341797
327,1.0426318645477295,1.309285044670105,1.26228928565979,67.8437271118164
328,1.0426318645477295,1.3095479011535645,1.2620103359222412,67.92854309082031
329,1.0426318645477295,1.3100035190582275,1.2614859342575073,68.01336669921875
330,1.0426318645477295,1.3101946115493774,1.2612873315811157,68.09818267822266
331,1.0426318645477295,1.3101475238800049,1.261381983757019,68.18299865722656
332,1.0426318645477295,1.30988609790802,1.2617404460906982,68.26781463623047
333,1.0426318645477295,1.309431791305542,1.2622220516204834,68.35263061523438
334,1.0426318645477295,1.3092418909072876,1.2623823881149292,68.43745422363281
335,1.0426318645477295,1.3092900514602661,1.2622530460357666,68.52227783203125
336,1.0426318645477295,1.3095524311065674,1.2618632316589355,68.60709381103516
337,1.0426318645477295,1.3100076913833618,1.2612390518188477,68.69190979003906
338,1.0426318645477295,1.3101983070373535,1.2609509229660034,68.77672576904297
339,1.0426318645477295,1.3101508617401123,1.2609645128250122,68.86154174804688
340,1.0426318645477295,1.3098889589309692,1.2612504959106445,68.94636535644531
341,1.0426318645477295,1.309434413909912,1.2617809772491455,69.03118896484375
342,1.0426318645477295,1.3092442750930786,1.2620998620986938,69.11600494384766
343,1.0426318645477295,1.309292197227478,1.262113332748413,69.20082092285156
344,1.0426318645477295,1.3095543384552002,1.2618519067764282,69.28563690185547
345,1.0426318645477295,1.3100093603134155,1.2614578008651733,69.37045288085938
346,1.0426318645477295,1.3101998567581177,1.2613765001296997,69.45527648925781
347,1.0426318645477295,1.3101521730422974,1.261576533317566,69.54009246826172
348,1.0426318645477295,1.3098902702331543,1.2620296478271484,69.62491607666016
349,1.0426318645477295,1.3098735809326172,1.2621641159057617,69.70973205566406
350,1.0426318645477295,1.3100776672363281,1.262012004852295,69.79454803466797
351,1.0426318645477295,1.3100422620773315,1.2620340585708618,69.87936401367188
352,1.0426318645477295,1.3097913265228271,1.262213110923767,69.96418762207031
353,1.0426318645477295,1.3097845315933228,1.2621010541915894,70.04900360107422
354,1.0426318645477295,1.3099974393844604,1.2617266178131104,70.13381958007812
355,1.0426318645477295,1.3099701404571533,1.2616629600524902,70.21864318847656
356,1.0426318645477295,1.309726357460022,1.2618790864944458,70.30345916748047
357,1.0426318645477295,1.3097261190414429,1.2619143724441528,70.38827514648438
358,1.0426318645477295,1.3099448680877686,1.2617874145507812,70.47309875488281
359,1.0426318645477295,1.309922695159912,1.2619463205337524,70.55791473388672
360,1.0426318645477295,1.3096837997436523,1.2623624801635742,70.64273071289062
361,1.0426318645477295,1.3096877336502075,1.2624636888504028,70.72755432128906
362,1.0426318645477295,1.3099102973937988,1.2622815370559692,70.81237030029297
363,1.0426318645477295,1.310329794883728,1.2618443965911865,70.89718627929688
364,1.0426318645477295,1.310488224029541,1.2617242336273193,70.98200988769531
365,1.0426318645477295,1.3104116916656494,1.2618892192840576,71.06682586669922
366,1.0426318645477295,1.3101238012313843,1.2623107433319092,71.15164184570312
367,1.0426318645477295,1.309645652770996,1.2628496885299683,71.23646545410156
368,1.0426318645477295,1.3094345331192017,1.2630614042282104,71.32128143310547
369,1.0426318645477295,1.309463381767273,1.2629785537719727,71.40609741210938
370,1.0426318645477295,1.3097084760665894,1.2626307010650635,71.49092102050781
371,1.0426318645477295,1.310148000717163,1.2620444297790527,71.57573699951172
372,1.0426318645477295,1.3103246688842773,1.2617902755737305,71.66055297851562
373,1.0426318645477295,1.3102645874023438,1.2618345022201538,71.74537658691406
374,1.0426318645477295,1.3099913597106934,1.2621476650238037,71.83019256591797
375,1.0426318645477295,1.3099645376205444,1.2622703313827515,71.91500854492188
376,1.0426318645477295,1.3101595640182495,1.2621073722839355,71.99983215332031
377,1.0426318645477295,1.310115933418274,1.2622339725494385,72.08464813232422
378,1.0426318645477295,1.3098576068878174,1.262621283531189,72.16946411132812
379,1.0426318645477295,1.3098442554473877,1.2626965045928955,72.25428771972656
380,1.0426318645477295,1.3100512027740479,1.26249098777771,72.33910369873047
381,1.0426318645477295,1.31045663356781,1.2620327472686768,72.42391967773438
382,1.0426318645477295,1.3106024265289307,1.261893630027771,72.50874328613281
383,1.0426318645477295,1.3105144500732422,1.262041687965393,72.59355926513672
